,student_id,age,gender,family_income,internet_access,study_hours_per_day,attendance_rate,assignment_delay_days,travel_time_minutes,part_time_job,scholarship,stress_index,gpa,semester_gpa,cgpa,semester,department,parental_education,dropout
1528,9167,18.2,Female,26869.0,Yes,5.15,74.2,3,29.2,No,No,3.2,2.68,2.88,2.83,Year 2,CS,Master,0
1529,2209,20.3,Male,25000.0,Yes,2.1,69.4,2,30.1,Yes,Yes,8.2,1.79,1.84,1.84,Year 1,Engineering,High School,0
1530,7994,23.0,Female,25000.0,Yes,3.02,80.1,1,35.5,No,Yes,7.3,0.78,0.89,0.81,Year 2,Business,Bachelor,1
1532,6560,24.1,Male,40990.0,Yes,4.77,91.0,0,5.0,No,No,4.4,3.24,3.39,3.5,Year 4,Engineering,Bachelor,0
1534,3154,20.2,Female,51927.0,Yes,4.76,86.0,2,36.5,No,Yes,5.2,2.17,2.19,2.19,Year 4,CS,Bachelor,0
1535,4442,21.5,Female,63855.0,Yes,3.18,92.8,3,33.4,Yes,Yes,2.7,4.0,3.91,3.91,Year 1,Science,Bachelor,0
1536,7506,17.0,Male,25000.0,Yes,4.43,81.1,3,39.4,Yes,No,5.6,1.77,2.25,2.26,Year 3,Arts,Bachelor,0
1537,8958,20.2,Male,33103.0,Yes,3.47,82.4,1,38.1,No,Yes,4.3,2.86,3.01,3.04,Year 3,Arts,Unknown,0
1538,6216,17.4,Male,25000.0,Yes,4.92,99.3,3,14.2,No,No,4.2,3.61,3.72,3.76,Year 2,Engineering,Bachelor,0
1539,9599,22.3,Female,46770.0,Yes,3.64,71.4,2,24.1,Yes,Yes,10.0,0.75,0.86,0.86,Year 1,CS,Bachelor,1
1540,2145,20.5,Male,27721.0,Yes,2.86,76.5,1,36.7,No,Yes,5.6,0.0,0.43,0.37,Year 2,Arts,High School,0
1541,7412,21.2,Male,25536.0,Yes,3.07,87.7,1,45.5,No,No,7.0,0.6,0.34,0.34,Year 2,Engineering,Bachelor,1
1542,8930,21.3,Female,25000.0,Yes,4.89,79.5,4,5.0,No,No,5.4,3.3,3.06,3.05,Year 3,Science,High School,0
1543,2375,23.5,Male,25000.0,Yes,4.34,69.9,0,38.8,No,No,8.2,1.0,1.21,1.11,Year 3,Arts,High School,1
1544,2578,23.2,Male,42682.0,Yes,1.52,90.6,1,23.7,No,Yes,4.5,1.78,1.99,1.98,Year 2,CS,High School,1
1545,1633,19.6,Male,59795.0,Yes,3.96,86.4,2,42.0,Yes,No,6.2,2.47,2.75,2.7,Year 3,Science,Bachelor,0
1546,4833,22.3,Male,25000.0,Yes,5.13,78.0,2,20.1,No,No,5.4,2.38,2.53,2.53,Year 1,Business,Bachelor,1
1547,2299,22.4,Male,35547.0,Yes,6.03,83.5,1,41.1,Yes,No,5.9,2.07,1.87,1.84,Year 3,Science,Bachelor,0
1548,5034,22.2,Male,44261.0,Yes,4.15,87.8,4,17.3,No,No,4.2,2.56,2.5,2.6,Year 3,Arts,Bachelor,0
1549,157,25.1,Female,38404.0,Yes,2.9,88.7,1,32.8,No,No,7.8,0.63,0.88,0.88,Year 1,Business,PhD,1
1550,8047,19.6,Male,57259.0,Yes,5.95,84.2,2,6.8,Yes,No,4.8,3.24,3.27,3.31,Year 3,Science,PhD,0
1551,6707,20.1,Female,34552.0,Yes,3.48,90.6,2,34.5,Yes,Yes,8.8,1.65,1.23,1.23,Year 4,CS,Bachelor,0
1552,3350,20.7,Female,25000.0,No,4.11,77.9,3,20.0,Yes,No,7.4,1.96,1.9,1.9,Year 1,Arts,Bachelor,0
1553,2880,20.6,Male,25000.0,Yes,5.44,76.3,1,37.8,Yes,No,4.9,2.52,2.52,2.52,Year 1,Business,High School,0
1554,3414,19.2,Male,25000.0,Yes,4.01,92.2,1,19.4,No,No,5.1,1.28,1.88,1.86,Year 2,CS,Bachelor,1
1555,7769,22.5,Male,25000.0,Yes,3.12,96.6,4,40.1,Yes,Yes,5.7,1.67,1.31,1.31,Year 1,Business,Bachelor,0
1556,4190,20.9,Male,25000.0,Yes,3.01,77.4,0,45.6,No,No,8.2,2.33,1.88,1.88,Year 3,CS,Master,1
1558,9735,24.0,Female,25000.0,Yes,3.58,77.9,1,35.4,Yes,Yes,7.8,1.7,1.23,1.26,Year 3,Arts,Bachelor,0
1559,7252,19.4,Female,25000.0,Yes,5.19,72.1,4,27.9,No,No,7.9,2.14,2.27,2.23,Year 2,Engineering,Bachelor,0
1560,7614,20.1,Female,46990.0,Yes,5.86,82.8,0,44.7,Yes,Yes,6.6,2.73,2.23,2.21,Year 4,CS,Bachelor,0
1561,6920,20.9,Female,43382.0,Yes,4.2,86.5,2,35.6,No,Yes,7.4,2.62,2.55,2.58,Year 3,Science,High School,0
1562,9682,18.0,Female,25000.0,Yes,6.71,82.9,0,35.9,Yes,No,5.2,2.3,1.82,1.83,Year 4,Arts,High School,0
1563,9672,21.9,Female,25000.0,No,5.14,80.7,3,37.4,Yes,No,6.4,3.16,3.63,3.59,Year 2,CS,Bachelor,1
1564,4795,20.7,Female,29743.0,Yes,4.79,72.4,3,57.1,Yes,No,3.3,3.16,2.86,2.86,Year 1,Science,Master,0
1565,5655,19.1,Female,52977.0,Yes,1.26,80.3,2,43.6,No,No,4.7,2.68,2.55,2.55,Year 1,Arts,Unknown,0
1566,2496,22.8,Male,25000.0,Yes,3.79,81.6,3,28.7,No,No,5.4,3.06,2.78,2.78,Year 1,CS,Bachelor,0
1567,7305,22.0,Female,25000.0,Yes,3.9,79.2,0,23.9,No,Yes,4.2,4.0,4.0,3.99,Year 4,CS,Bachelor,0
1568,2373,21.4,Female,25000.0,Yes,3.1,72.5,3,31.6,No,No,6.3,0.0,0.04,0.04,Year 1,Arts,Master,1
1569,4092,24.1,Male,66600.0,Yes,4.15,87.2,1,17.9,Yes,Yes,4.0,2.76,3.06,3.08,Year 4,Business,Bachelor,0
1570,9472,24.5,Female,25000.0,Yes,6.58,88.0,4,35.3,No,No,6.4,4.0,3.98,4.0,Year 3,Engineering,High School,0
1571,3462,25.2,Male,38330.0,Yes,3.95,78.9,2,50.7,No,No,7.1,3.72,3.72,3.75,Year 3,Science,Bachelor,0
1572,7007,24.5,Male,34153.0,Yes,3.77,87.4,3,30.0,No,No,4.0,4.0,3.55,3.55,Year 1,CS,High School,0
1574,7173,20.6,Female,25000.0,Yes,4.61,85.7,3,22.3,No,No,3.4,3.33,3.17,3.16,Year 3,CS,Bachelor,0
1575,5697,20.1,Male,31323.0,Yes,5.15,84.1,0,5.0,No,No,8.1,3.5,3.34,3.24,Year 4,Arts,Bachelor,0
1576,5665,19.9,Male,28521.0,Yes,4.48,74.4,5,23.0,Yes,Yes,7.4,1.57,1.74,1.74,Year 1,Engineering,High School,1
1577,4504,21.9,Male,25428.0,Yes,4.87,80.0,4,18.4,No,No,4.0,1.9,2.19,2.19,Year 1,Science,Unknown,0
1578,2551,17.5,Male,25000.0,Yes,4.44,92.8,3,18.8,No,No,7.1,3.44,3.19,3.26,Year 2,Business,High School,0
1579,4716,20.9,Male,67739.0,Yes,4.25,92.8,1,40.4,No,No,5.8,1.83,1.87,1.84,Year 2,CS,PhD,0
1580,848,26.4,Female,26850.0,No,4.41,87.8,4,37.2,No,No,6.3,2.34,1.84,1.79,Year 3,CS,Bachelor,0
1581,3345,18.9,Male,25000.0,Yes,3.65,71.1,2,31.5,Yes,Yes,3.6,3.45,3.16,3.16,Year 1,Business,Bachelor,0
1582,939,21.5,Male,45209.0,Yes,5.26,77.5,2,32.0,No,No,3.9,4.0,3.98,3.91,Year 4,Business,High School,0
1583,4826,21.5,Male,36741.0,Yes,2.86,84.2,3,9.7,No,Yes,7.0,0.5,0.43,0.43,Year 1,Science,Unknown,1
1584,9694,20.5,Female,36368.0,Yes,2.65,85.3,4,17.6,Yes,No,2.2,3.65,3.38,3.36,Year 3,Engineering,Bachelor,0
1585,8864,17.4,Male,59029.0,Yes,2.19,88.7,4,21.4,No,No,6.5,1.13,0.65,0.65,Year 1,Business,Bachelor,0
1586,8611,20.0,Male,25000.0,Yes,5.69,72.8,1,48.0,Yes,No,7.0,1.07,0.65,0.7,Year 2,Business,PhD,1
1587,5355,19.8,Female,63451.0,Yes,6.44,75.3,2,10.6,Yes,No,4.6,2.42,2.37,2.45,Year 3,Engineering,Master,0
1588,5478,21.0,Male,44610.0,Yes,2.55,84.6,1,25.4,Yes,No,2.8,3.58,3.67,3.73,Year 2,Arts,Bachelor,0
1590,757,22.1,Female,25000.0,Yes,5.22,81.5,3,44.0,No,No,5.9,1.02,1.37,1.34,Year 4,Arts,Bachelor,1
1591,4751,23.4,Female,25000.0,Yes,3.83,73.4,1,16.0,Yes,No,5.8,1.19,1.62,1.61,Year 2,CS,Bachelor,1
1592,2645,18.6,Male,33576.0,Yes,3.1,72.7,1,58.3,No,No,2.9,2.51,1.85,1.82,Year 4,Business,Bachelor,0
1593,4163,20.4,Female,25000.0,Yes,1.84,89.2,1,62.4,Yes,No,8.8,2.7,2.67,2.67,Year 4,Business,Master,1
1595,3166,17.1,Male,60751.0,Yes,2.97,72.4,4,29.2,Yes,No,7.2,1.47,2.1,2.09,Year 2,Arts,Bachelor,1
1597,5988,21.1,Female,25585.0,Yes,3.91,80.4,4,5.0,No,No,5.6,2.6,2.52,2.52,Year 1,Science,Bachelor,0
1598,3874,17.8,Male,25000.0,Yes,5.68,85.6,1,26.9,No,Yes,6.3,4.0,4.0,3.92,Year 4,Science,Bachelor,0
1599,7752,21.7,Male,37088.0,Yes,4.73,83.5,1,5.0,Yes,Yes,5.6,1.15,1.1,1.05,Year 2,Arts,Bachelor,1
1600,6524,22.8,Female,25000.0,Yes,3.76,83.8,1,5.0,Yes,No,8.0,2.86,2.98,3.02,Year 3,Science,Master,0
1601,3419,18.2,Female,34480.0,Yes,2.01,85.6,0,5.0,No,Yes,3.8,3.29,3.44,3.39,Year 4,Engineering,Bachelor,0
1602,9905,23.1,Female,25000.0,Yes,3.67,85.5,2,35.9,No,No,4.9,3.49,3.58,3.58,Year 1,Science,Bachelor,0
1603,2062,20.7,Female,48465.0,Yes,3.31,82.6,1,23.5,No,No,4.7,2.65,2.61,2.68,Year 2,Arts,High School,0
1604,550,19.7,Female,25000.0,Yes,4.78,95.2,4,27.2,Yes,Yes,4.9,3.41,3.68,3.68,Year 1,Engineering,Unknown,0
1605,4454,21.7,Female,32330.0,Yes,3.66,85.0,0,31.7,No,No,5.9,2.3,2.05,2.01,Year 3,CS,High School,0
1606,2813,24.8,Female,42395.0,Yes,3.93,78.6,1,38.9,Yes,No,5.6,4.0,3.73,3.77,Year 2,Science,Master,0
1607,8778,23.5,Male,25000.0,Yes,4.68,82.9,2,39.9,No,No,7.0,1.66,1.79,1.8,Year 2,Arts,Bachelor,0
1608,8996,21.2,Female,25000.0,Yes,3.56,81.2,4,41.0,No,No,4.7,3.42,4.0,4.0,Year 1,CS,Master,0
1609,2550,25.6,Male,27036.0,No,3.93,90.9,3,32.9,Yes,No,7.3,2.09,2.32,2.18,Year 4,Engineering,Bachelor,0
1610,6070,19.9,Male,25000.0,Yes,3.75,80.7,2,53.8,Yes,No,5.2,3.18,3.53,3.5,Year 2,Science,Bachelor,1
1611,3170,20.1,Male,31266.0,Yes,6.61,85.0,1,23.6,No,No,4.4,2.12,2.22,2.25,Year 3,Engineering,High School,0
1612,7055,21.3,Male,25000.0,Yes,4.27,89.3,4,50.5,No,Yes,6.4,3.53,3.43,3.43,Year 1,Science,Bachelor,0
1613,4829,23.0,Male,51049.0,Yes,2.74,85.5,0,15.4,Yes,No,4.2,3.52,3.19,3.12,Year 3,Arts,Master,0
1614,9571,20.2,Female,25000.0,Yes,4.49,94.1,2,33.4,Yes,No,5.2,2.37,1.88,1.93,Year 3,Science,Bachelor,0
1615,1260,20.9,Male,29000.0,Yes,4.99,80.8,3,27.2,No,No,6.6,2.32,2.77,2.77,Year 1,Engineering,Unknown,1
1616,8713,18.4,Male,31626.0,Yes,3.13,78.6,2,16.8,Yes,No,6.4,1.97,1.69,1.66,Year 4,CS,Bachelor,0
1617,3662,19.4,Female,25799.0,Yes,2.0,89.8,2,29.0,Yes,No,2.3,4.0,4.0,4.0,Year 1,CS,Bachelor,0
1618,7923,18.2,Female,38282.0,Yes,3.87,95.3,2,17.2,No,No,7.5,2.22,2.03,2.03,Year 1,Business,Bachelor,0
1619,1025,24.8,Female,25000.0,Yes,2.29,72.8,3,51.5,No,Yes,4.9,1.18,0.8,0.75,Year 3,CS,High School,1
1620,4966,20.5,Female,31005.0,Yes,2.87,77.2,3,31.6,Yes,No,5.0,1.46,0.73,0.67,Year 2,Arts,Bachelor,0
1621,753,18.9,Female,32201.0,Yes,5.03,99.9,4,12.0,No,Yes,6.1,4.0,3.76,3.77,Year 3,Business,Bachelor,0
1623,3711,17.8,Female,48814.0,Yes,3.72,82.6,3,35.3,No,No,6.4,1.29,1.27,1.3,Year 3,Business,Bachelor,1
1624,9961,18.6,Female,25000.0,Yes,2.29,76.1,3,18.4,No,No,2.0,3.01,2.99,2.99,Year 1,Business,High School,0
1626,6315,23.4,Male,47935.0,Yes,4.69,86.9,3,50.0,No,Yes,4.2,2.67,3.19,3.2,Year 3,CS,Bachelor,0
1627,352,24.2,Female,39206.0,Yes,4.98,85.4,0,32.3,No,No,4.1,3.71,3.57,3.6,Year 4,Arts,Bachelor,0
1628,1512,20.6,Male,25000.0,Yes,3.41,79.4,2,10.8,No,No,7.3,0.44,0.76,0.78,Year 2,Science,High School,1
1629,4830,18.7,Female,25000.0,Yes,4.1,74.9,2,25.4,No,No,6.6,0.0,0.14,0.17,Year 2,CS,High School,1
1630,9617,23.2,Female,25000.0,No,4.4,88.4,1,36.3,No,No,6.7,2.26,2.46,2.46,Year 1,Business,Master,0
1631,3747,17.0,Female,25000.0,Yes,4.08,79.4,1,11.0,Yes,No,6.4,1.98,1.9,1.9,Year 1,Business,PhD,1
1632,5800,19.6,Male,25000.0,Yes,4.21,84.7,0,14.1,No,No,7.0,2.64,3.02,3.02,Year 1,Engineering,Master,0
1633,702,23.3,Male,31058.0,Yes,5.56,87.9,1,23.5,No,No,7.2,2.02,1.89,1.89,Year 1,Science,Master,0
1634,3694,23.3,Male,25000.0,No,4.82,77.2,4,37.1,No,Yes,4.0,0.88,1.11,1.15,Year 4,Arts,High School,0
1635,4615,21.1,Male,25000.0,Yes,4.58,88.4,3,37.4,No,Yes,3.5,2.98,2.94,2.93,Year 3,Arts,Bachelor,0
1636,7214,20.1,Female,25000.0,Yes,2.12,70.8,1,49.4,No,No,4.5,2.72,2.72,2.69,Year 4,Business,High School,1
1637,562,25.6,Male,25000.0,Yes,3.84,79.1,0,23.4,Yes,No,2.5,4.0,4.0,4.0,Year 2,Business,PhD,0
1638,2319,19.8,Female,36021.0,Yes,2.02,86.4,0,21.6,No,No,8.1,0.17,0.0,0.1,Year 3,Business,Bachelor,1
1639,3099,20.7,Female,33970.0,Yes,3.67,79.5,2,22.8,Yes,No,6.9,1.64,1.08,1.12,Year 2,Engineering,Bachelor,1
1640,4839,24.0,Male,25000.0,Yes,3.43,91.0,2,29.4,Yes,No,3.3,2.88,2.86,2.83,Year 3,Business,Master,0
1641,3151,22.9,Male,27867.0,No,7.1,92.3,2,50.6,Yes,No,3.3,3.57,3.49,3.49,Year 1,Science,High School,0
1642,5609,23.0,Male,36214.0,No,4.96,72.9,2,38.2,Yes,No,5.0,2.06,1.56,1.56,Year 1,Arts,High School,1
1643,4300,19.3,Male,25000.0,No,4.15,75.5,3,35.6,Yes,Yes,2.2,2.55,2.53,2.53,Year 1,Business,Bachelor,0
1644,4619,21.0,Female,26715.0,Yes,1.27,92.7,2,29.0,No,Yes,6.2,1.96,1.68,1.66,Year 4,Science,Bachelor,1
1645,4075,20.0,Female,32756.0,No,3.19,73.3,2,26.5,No,No,3.1,2.61,2.36,2.36,Year 1,Science,Master,0
1646,3995,17.0,Female,25000.0,Yes,3.26,61.0,4,24.4,Yes,No,2.0,2.43,2.88,2.91,Year 3,CS,Master,0
1647,6374,23.8,Male,25000.0,Yes,4.68,79.0,1,29.0,No,Yes,6.0,2.31,2.05,2.09,Year 4,Science,High School,0
1648,6168,20.7,Female,26442.0,Yes,4.34,84.8,4,26.8,Yes,Yes,6.7,1.49,1.65,1.65,Year 1,Science,High School,1
1649,1048,17.5,Male,44269.0,Yes,2.92,85.1,1,24.1,No,No,6.3,3.07,3.4,3.42,Year 3,Business,High School,0
1650,2940,20.1,Female,41759.0,Yes,4.61,76.3,1,17.6,Yes,No,5.9,2.7,2.65,2.62,Year 3,CS,High School,0
1651,1809,17.5,Female,34564.0,Yes,2.93,80.0,1,34.7,No,No,7.0,2.89,2.99,3.01,Year 3,CS,High School,0
1652,3167,20.1,Female,29757.0,Yes,1.04,82.6,3,18.2,Yes,No,8.7,0.0,0.0,0.0,Year 1,Engineering,High School,1
1653,415,21.7,Male,25000.0,Yes,5.0,100.0,4,9.5,No,No,6.8,1.83,1.39,1.47,Year 3,Engineering,Bachelor,0
1654,1341,21.4,Male,25000.0,Yes,3.88,85.7,2,32.4,Yes,No,6.1,1.63,1.74,1.75,Year 4,CS,High School,0
1655,9372,20.9,Female,27432.0,Yes,3.17,83.4,2,26.8,No,No,6.6,2.3,2.29,2.35,Year 3,CS,Bachelor,0
1656,7741,22.6,Female,28525.0,Yes,5.29,88.5,4,35.6,No,No,4.9,3.0,2.89,2.87,Year 4,CS,Bachelor,0
1657,5061,20.3,Female,46277.0,Yes,4.52,92.0,0,39.5,No,No,7.4,2.14,2.47,2.51,Year 2,Arts,Master,0
1658,4634,22.8,Female,25000.0,Yes,5.52,87.3,0,16.4,Yes,No,4.8,1.92,1.56,1.62,Year 3,Business,Bachelor,0
1659,4610,19.2,Female,25000.0,Yes,3.35,89.7,2,34.7,No,No,5.4,1.91,1.71,1.69,Year 2,Engineering,Master,1
1660,7367,24.8,Male,25000.0,No,4.38,81.2,0,9.5,No,No,5.8,2.7,2.82,2.82,Year 2,Arts,Bachelor,0
1661,1470,22.0,Male,36591.0,Yes,5.39,77.0,2,26.8,No,No,5.4,1.3,1.4,1.46,Year 3,Science,High School,0
1662,1711,23.4,Male,63664.0,Yes,2.86,90.8,2,39.1,No,Yes,5.9,1.56,1.91,1.9,Year 4,Business,Bachelor,0
1663,6271,20.2,Male,28494.0,Yes,3.6,96.0,0,5.0,No,No,5.0,3.9,3.89,3.93,Year 3,Science,Bachelor,0
1664,8733,21.6,Female,25000.0,Yes,4.64,99.6,0,31.8,No,Yes,5.5,2.14,1.96,1.94,Year 4,Science,Bachelor,0
1665,2272,19.9,Female,27385.0,Yes,2.75,79.4,1,5.0,Yes,No,5.5,1.65,2.09,2.12,Year 4,CS,High School,1
1666,1584,21.1,Female,28370.0,Yes,3.17,91.0,1,30.9,No,No,3.1,0.97,0.63,0.63,Year 1,Science,Bachelor,1
1667,1413,22.0,Male,45720.0,Yes,4.26,81.1,2,15.9,No,Yes,3.8,3.14,2.67,2.63,Year 3,Business,Master,0
1668,4112,19.3,Male,25000.0,Yes,2.99,78.5,4,32.0,Yes,Yes,8.0,2.65,2.55,2.55,Year 1,Engineering,Unknown,1
1669,7653,20.9,Female,25000.0,Yes,4.58,94.7,3,39.2,No,Yes,3.7,4.0,4.0,4.0,Year 1,Engineering,Master,0
1670,6694,22.0,Female,33168.0,Yes,1.47,94.1,3,28.7,Yes,No,6.3,3.51,3.59,3.58,Year 4,CS,Master,0
1671,1723,22.6,Male,26031.0,Yes,4.91,97.0,4,8.5,No,Yes,4.5,4.0,3.86,3.86,Year 1,Engineering,PhD,0
1672,2025,17.0,Female,60267.0,No,4.62,89.4,3,13.5,No,No,5.6,3.46,3.45,3.43,Year 2,Engineering,High School,0
1673,2213,22.9,Female,28291.0,Yes,3.66,86.6,2,46.7,Yes,No,6.5,2.78,2.52,2.57,Year 3,Engineering,Bachelor,0
1674,1508,23.1,Female,25000.0,Yes,4.82,86.3,1,38.1,No,Yes,6.2,2.47,2.21,2.16,Year 3,Engineering,Master,0
1675,2623,21.2,Male,35378.0,Yes,3.16,82.5,1,11.7,Yes,No,6.1,0.0,0.33,0.24,Year 3,Engineering,Bachelor,1
1676,5291,24.5,Male,38041.0,Yes,5.44,91.7,1,19.9,No,No,6.0,1.76,2.09,2.09,Year 2,Business,High School,1
1677,9129,22.3,Male,25000.0,Yes,4.33,81.8,4,24.9,Yes,No,4.3,2.92,2.68,2.66,Year 4,Engineering,High School,0
1678,1322,22.2,Male,38439.0,Yes,4.9,76.6,0,5.1,No,No,5.7,0.2,0.0,0.0,Year 1,Engineering,High School,1
1679,843,18.5,Male,40237.0,Yes,4.9,89.3,2,47.0,Yes,Yes,6.2,2.18,2.12,2.15,Year 2,Arts,PhD,0
1680,1147,18.6,Female,25000.0,Yes,2.67,71.7,2,33.9,Yes,No,5.1,2.94,3.12,3.17,Year 4,Arts,High School,0
1681,3625,25.2,Female,25000.0,Yes,2.27,90.2,2,18.1,No,No,6.1,0.1,0.73,0.75,Year 3,Business,High School,1
1682,4281,25.6,Male,44804.0,Yes,5.05,90.7,2,13.6,No,No,3.6,3.9,3.76,3.76,Year 3,CS,High School,0
1683,9011,21.8,Female,38861.0,Yes,4.11,79.0,4,38.6,Yes,No,6.2,1.55,1.2,1.2,Year 1,Engineering,PhD,1
1684,8987,19.5,Female,46154.0,Yes,5.14,84.5,1,26.0,Yes,Yes,6.7,3.09,2.81,2.83,Year 2,Engineering,High School,1
1685,4682,19.7,Male,25000.0,Yes,4.85,67.5,1,18.1,No,No,10.0,0.45,0.66,0.69,Year 3,Business,Bachelor,1
1686,464,21.5,Male,36839.0,Yes,2.0,93.8,4,17.0,No,Yes,5.1,3.12,2.79,2.8,Year 3,Engineering,Bachelor,0
1687,1755,22.1,Female,30400.0,Yes,5.98,70.3,3,17.8,No,No,5.5,1.43,1.14,1.14,Year 1,Arts,Bachelor,0
1688,3937,23.7,Male,25000.0,Yes,5.9,87.9,2,23.3,Yes,No,1.2,3.46,3.31,3.26,Year 3,CS,Bachelor,0
1689,7934,24.0,Male,25000.0,Yes,3.79,76.1,0,38.1,Yes,No,5.4,1.98,1.85,1.82,Year 2,Arts,High School,0
1690,9461,21.8,Male,25000.0,Yes,2.86,69.4,4,32.8,No,No,5.4,1.12,1.04,0.94,Year 2,Science,Bachelor,1
1691,4402,23.4,Female,37491.0,Yes,0.66,86.9,4,22.4,No,No,6.9,0.89,0.71,0.71,Year 4,Business,High School,1
1692,4701,18.8,Female,36869.0,Yes,4.22,80.7,1,27.9,Yes,Yes,4.8,1.57,1.53,1.53,Year 1,Science,High School,0
1693,8992,23.0,Female,25759.0,Yes,3.99,89.7,0,41.1,Yes,No,4.8,4.0,3.85,3.82,Year 4,CS,PhD,0
1694,379,25.8,Male,37568.0,Yes,4.95,75.4,2,33.6,No,No,8.2,1.28,1.22,1.22,Year 1,Engineering,Bachelor,0
1695,3107,18.2,Female,25000.0,Yes,3.32,88.8,1,19.6,Yes,Yes,6.4,2.86,3.11,3.18,Year 4,Arts,Bachelor,0
1696,8216,21.5,Male,73056.0,Yes,2.91,74.8,2,24.0,No,Yes,5.4,1.29,1.25,1.26,Year 2,Arts,Bachelor,0
1697,1336,20.3,Male,25000.0,Yes,2.0,87.8,2,31.6,No,Yes,3.1,1.89,2.04,2.02,Year 4,CS,Bachelor,0
1698,1224,21.9,Female,58533.0,Yes,3.89,80.7,2,31.9,Yes,No,5.4,1.87,1.63,1.64,Year 3,Science,Bachelor,1
1699,3849,20.7,Male,25000.0,Yes,2.96,78.1,2,25.2,No,Yes,5.7,1.58,1.92,1.79,Year 4,Science,Master,0
1700,2717,22.4,Female,25000.0,Yes,3.62,93.5,2,38.3,Yes,No,5.2,3.73,3.42,3.4,Year 3,Business,High School,0
1701,6838,17.1,Male,38378.0,Yes,5.5,78.7,3,19.6,No,No,6.3,0.52,0.28,0.24,Year 2,CS,High School,1
1702,2953,22.0,Male,25000.0,Yes,1.91,69.9,1,35.6,Yes,No,7.5,1.51,1.86,1.8,Year 3,Engineering,Bachelor,1
1703,1351,18.4,Female,25048.0,Yes,5.22,78.9,0,21.5,No,Yes,4.4,3.9,3.75,3.75,Year 4,Business,Unknown,0
1704,1083,20.3,Male,30599.0,Yes,3.49,89.4,1,28.8,Yes,No,3.7,2.93,3.07,3.09,Year 3,Engineering,High School,0
1705,6454,19.6,Male,32564.0,Yes,3.73,74.0,1,20.1,Yes,Yes,10.0,1.4,1.65,1.61,Year 3,Business,High School,1
1706,1812,21.3,Male,28443.0,Yes,4.08,78.6,3,13.8,Yes,No,6.7,3.84,3.55,3.66,Year 3,Arts,Bachelor,0
1707,4122,20.7,Female,33415.0,Yes,5.57,80.3,0,39.1,No,Yes,3.2,3.5,3.84,3.79,Year 4,CS,Bachelor,0
1708,1352,17.0,Male,25000.0,Yes,4.64,75.8,2,55.1,Yes,Yes,5.6,3.52,3.56,3.56,Year 1,Engineering,High School,1
1709,7818,19.0,Male,39124.0,No,3.26,94.6,1,31.1,Yes,No,4.8,4.0,3.9,3.9,Year 1,Science,Master,0
1710,8797,19.9,Male,30876.0,Yes,3.49,81.8,1,16.2,No,Yes,5.8,3.05,3.18,3.18,Year 1,CS,High School,0
1711,1895,20.8,Male,25000.0,Yes,5.44,78.2,1,16.9,No,No,5.7,2.14,2.05,2.0,Year 4,Business,High School,0
1712,6640,20.9,Male,26661.0,Yes,4.26,92.6,4,40.0,Yes,No,5.3,1.34,1.76,1.85,Year 4,CS,Bachelor,0
1713,566,20.1,Male,25644.0,Yes,1.59,71.5,1,45.4,Yes,No,10.0,0.0,0.0,0.0,Year 1,Business,Bachelor,1
1714,3904,18.9,Male,45466.0,No,4.24,77.2,1,29.7,No,No,6.9,2.45,2.76,2.76,Year 1,Arts,High School,0
1715,7101,20.5,Female,43258.0,Yes,2.83,80.0,0,18.7,Yes,Yes,5.1,1.82,1.96,1.98,Year 3,Business,High School,0
1716,3674,22.8,Female,25000.0,Yes,3.15,80.2,2,61.2,No,Yes,7.3,3.82,3.54,3.49,Year 4,Science,High School,0
1717,4367,19.8,Male,25000.0,Yes,4.56,73.0,1,30.2,Yes,No,4.3,4.0,3.62,3.62,Year 1,Engineering,High School,0
1718,7546,22.0,Male,28040.0,Yes,5.14,97.9,2,35.5,No,No,7.7,1.51,1.35,1.35,Year 1,Business,High School,0
1719,1213,19.4,Male,31177.0,Yes,5.09,84.3,1,5.0,No,No,4.5,1.51,1.17,1.2,Year 4,Arts,High School,0
1720,1190,18.9,Female,71564.0,Yes,4.17,71.2,2,21.8,No,No,2.9,1.72,1.39,1.41,Year 2,Science,High School,0
1721,3956,19.7,Female,27154.0,Yes,2.28,65.6,6,25.3,Yes,No,4.2,0.68,0.68,0.7,Year 2,CS,Bachelor,0
1722,899,23.7,Male,31915.0,Yes,1.73,93.1,2,13.4,Yes,No,6.2,2.13,2.22,2.22,Year 4,CS,Bachelor,0
1723,4787,22.6,Male,25000.0,Yes,4.4,82.6,2,37.5,No,Yes,5.3,4.0,4.0,3.94,Year 4,CS,High School,0
1724,8093,20.8,Male,25000.0,Yes,4.04,70.5,2,33.1,No,No,3.8,1.57,1.29,1.31,Year 3,Science,High School,1
1725,4603,24.6,Male,59434.0,Yes,3.96,79.0,5,15.1,Yes,No,8.0,2.72,2.8,2.82,Year 3,CS,Master,0
1726,8897,22.2,Male,28268.0,Yes,3.69,96.7,1,38.0,No,No,4.8,4.0,4.0,3.98,Year 2,Business,High School,0
1727,3455,17.0,Male,49015.0,Yes,2.57,78.4,0,5.9,Yes,No,7.1,0.96,0.85,0.88,Year 3,Business,High School,0
1728,3610,20.1,Female,31269.0,Yes,4.74,86.0,1,52.3,Yes,No,5.6,2.7,2.98,2.95,Year 2,CS,High School,0
